split_name,document_id,origin_class,generation_channel,prob_ai,decision_ai,C
holdout_author,human_news_buriy_2014_0002,H,,0.0005807613,0,0.1
holdout_author,human_news_buriy_2014_0003,H,,0.0017448709,0,0.1
holdout_author,human_news_buriy_2014_0004,H,,0.0000563618,0,0.1
holdout_author,human_news_buriy_2014_0005,H,,0.0189054848,0,0.1
holdout_author,human_news_buriy_2014_0006,H,,0.0001114758,0,0.1
holdout_author,human_news_buriy_2014_0007,H,,0.0077236877,0,0.1
holdout_author,human_news_buriy_2014_0008,H,,0.0144203821,0,0.1
holdout_author,human_news_buriy_2014_0009,H,,0.0033809285,0,0.1
holdout_author,human_news_buriy_2014_0010,H,,0.0000048365,0,0.1
holdout_author,human_news_buriy_2014_0011,H,,0.0009230603,0,0.1
holdout_author,human_news_buriy_2014_0012,H,,0.0013350187,0,0.1
holdout_author,human_news_buriy_2014_0013,H,,0.0137640112,0,0.1
holdout_author,human_news_buriy_2014_0014,H,,0.0060444665,0,0.1
holdout_author,human_news_buriy_2014_0015,H,,0.0005852065,0,0.1
holdout_author,human_news_buriy_2014_0016,H,,0.0004226340,0,0.1
holdout_author,human_news_buriy_2014_0017,H,,0.3758197990,0,0.1
holdout_author,human_news_buriy_2014_0018,H,,0.0032075315,0,0.1
holdout_author,human_news_buriy_2014_0019,H,,0.0040510003,0,0.1
holdout_author,human_news_buriy_2014_0020,H,,0.0000503340,0,0.1
holdout_author,human_news_buriy_2014_0021,H,,0.3026932669,0,0.1
holdout_author,human_news_buriy_2014_0022,H,,0.0002404893,0,0.1
holdout_author,human_news_buriy_2014_0023,H,,0.0000214450,0,0.1
holdout_author,human_news_buriy_2014_0024,H,,0.0013340471,0,0.1
holdout_author,human_news_buriy_2014_0025,H,,0.0012388436,0,0.1
holdout_author,human_news_buriy_2014_0026,H,,0.0026438680,0,0.1
holdout_author,human_news_buriy_2014_0027,H,,0.0022130446,0,0.1
holdout_author,human_news_buriy_2014_0028,H,,0.0002267810,0,0.1
holdout_author,human_news_buriy_2014_0029,H,,0.0007120929,0,0.1
holdout_author,human_news_buriy_2014_0030,H,,0.0281473815,0,0.1
holdout_author,human_news_buriy_2014_0031,H,,0.0023119862,0,0.1
holdout_author,human_news_buriy_2014_0032,H,,0.0014196671,0,0.1
holdout_author,human_news_buriy_2014_0033,H,,0.0038840022,0,0.1
holdout_author,human_news_buriy_2014_0034,H,,0.0167918389,0,0.1
holdout_author,human_news_buriy_2014_0035,H,,0.0002768929,0,0.1
holdout_author,human_news_buriy_2014_0036,H,,0.0045912444,0,0.1
holdout_author,human_news_buriy_2014_0037,H,,0.0007487793,0,0.1
holdout_author,human_news_buriy_2014_0038,H,,0.0002318315,0,0.1
holdout_author,human_news_buriy_2014_0039,H,,0.0030584238,0,0.1
holdout_author,human_news_buriy_2014_0040,H,,0.0025399673,0,0.1
holdout_author,human_news_buriy_2014_0041,H,,0.0456903553,0,0.1
holdout_author,human_news_buriy_2014_0042,H,,0.0002398851,0,0.1
holdout_author,human_news_buriy_2014_0043,H,,0.0108440296,0,0.1
holdout_author,human_news_buriy_2014_0044,H,,0.0039970153,0,0.1
holdout_author,human_news_buriy_2014_0045,H,,0.0005898546,0,0.1
holdout_author,human_news_buriy_2014_0046,H,,0.0022958938,0,0.1
holdout_author,human_news_buriy_2014_0047,H,,0.0007515560,0,0.1
holdout_author,human_news_buriy_2014_0048,H,,0.0007187937,0,0.1
holdout_author,human_news_buriy_2014_0049,H,,0.0000232825,0,0.1
holdout_author,human_news_buriy_2014_0050,H,,0.0061487567,0,0.1
holdout_author,human_news_buriy_2014_0051,H,,0.6490100789,1,0.1
holdout_author,human_news_buriy_2014_0052,H,,0.0001945005,0,0.1
holdout_author,human_news_buriy_2014_0053,H,,0.0000164271,0,0.1
holdout_author,human_news_buriy_2014_0054,H,,0.1447288939,0,0.1
holdout_author,human_news_buriy_2014_0055,H,,0.0000523655,0,0.1
holdout_author,human_news_buriy_2014_0056,H,,0.2306836348,0,0.1
holdout_author,human_news_buriy_2014_0057,H,,0.0003994832,0,0.1
holdout_author,human_news_buriy_2014_0058,H,,0.0164072966,0,0.1
holdout_author,human_news_buriy_2014_0059,H,,0.0004928343,0,0.1
holdout_author,human_news_buriy_2014_0060,H,,0.0004132743,0,0.1
holdout_author,human_news_gazeta_0001,H,,0.0091058971,0,0.1
holdout_author,human_news_gazeta_0002,H,,0.2922010417,0,0.1
holdout_author,human_news_gazeta_0003,H,,0.2634967300,0,0.1
holdout_author,human_news_gazeta_0004,H,,0.0159174158,0,0.1
holdout_author,human_news_gazeta_0005,H,,0.0008761021,0,0.1
holdout_author,human_news_gazeta_0006,H,,0.0019788427,0,0.1
holdout_author,human_news_gazeta_0007,H,,0.0014055428,0,0.1
holdout_author,human_news_gazeta_0008,H,,0.0148886296,0,0.1
holdout_author,human_news_gazeta_0009,H,,0.0021795876,0,0.1
holdout_author,human_news_gazeta_0010,H,,0.0673405116,0,0.1
holdout_author,human_news_gazeta_0011,H,,0.0001846965,0,0.1
holdout_author,human_news_gazeta_0012,H,,0.0054939462,0,0.1
holdout_author,human_news_gazeta_0013,H,,0.0365176684,0,0.1
holdout_author,human_news_gazeta_0014,H,,0.0000398189,0,0.1
holdout_author,human_news_gazeta_0015,H,,0.0430153221,0,0.1
holdout_author,human_news_gazeta_0016,H,,0.0002495720,0,0.1
holdout_author,human_news_gazeta_0017,H,,0.0837164841,0,0.1
holdout_author,human_news_gazeta_0018,H,,0.0305298603,0,0.1
holdout_author,human_news_gazeta_0019,H,,0.0003734503,0,0.1
holdout_author,human_news_gazeta_0020,H,,0.0003447540,0,0.1
holdout_author,human_news_gazeta_0021,H,,0.0102529536,0,0.1
holdout_author,human_news_gazeta_0022,H,,0.0364701978,0,0.1
holdout_author,human_news_gazeta_0023,H,,0.0004637004,0,0.1
holdout_author,human_news_gazeta_0024,H,,0.0025240462,0,0.1
holdout_author,human_news_gazeta_0025,H,,0.0048968591,0,0.1
holdout_author,human_news_gazeta_0026,H,,0.0016236228,0,0.1
holdout_author,human_news_gazeta_0027,H,,0.0035609373,0,0.1
holdout_author,human_news_gazeta_0028,H,,0.0005775944,0,0.1
holdout_author,human_news_gazeta_0029,H,,0.0151047898,0,0.1
holdout_author,human_news_gazeta_0030,H,,0.4860010834,0,0.1
holdout_author,human_news_gazeta_0031,H,,0.0511927082,0,0.1
holdout_author,human_news_gazeta_0032,H,,0.0034330457,0,0.1
holdout_author,human_news_gazeta_0033,H,,0.0106772134,0,0.1
holdout_author,human_news_gazeta_0034,H,,0.1377350541,0,0.1
holdout_author,human_news_gazeta_0035,H,,0.0539775321,0,0.1
holdout_author,human_news_gazeta_0036,H,,0.0038698993,0,0.1
holdout_author,human_news_gazeta_0037,H,,0.1587034046,0,0.1
holdout_author,human_news_gazeta_0038,H,,0.4237673821,0,0.1
holdout_author,human_news_gazeta_0039,H,,0.0211464932,0,0.1
holdout_author,human_news_gazeta_0040,H,,0.0298224948,0,0.1
holdout_author,human_news_gazeta_0041,H,,0.0005965776,0,0.1
holdout_author,human_news_gazeta_0042,H,,0.0152715703,0,0.1
holdout_author,human_news_gazeta_0043,H,,0.0715445322,0,0.1
holdout_author,human_news_gazeta_0044,H,,0.0028759469,0,0.1
holdout_author,human_news_gazeta_0045,H,,0.0030757542,0,0.1
holdout_author,human_news_gazeta_0046,H,,0.0002987012,0,0.1
holdout_author,human_news_gazeta_0047,H,,0.0072450591,0,0.1
holdout_author,human_news_gazeta_0048,H,,0.1878391827,0,0.1
holdout_author,human_news_gazeta_0049,H,,0.0944174263,0,0.1
holdout_author,human_news_gazeta_0050,H,,0.0123300846,0,0.1
holdout_author,human_news_gazeta_0051,H,,0.0023816958,0,0.1
holdout_author,human_news_gazeta_0052,H,,0.1373227380,0,0.1
holdout_author,human_news_gazeta_0053,H,,0.0339739542,0,0.1
holdout_author,human_news_gazeta_0054,H,,0.0246636479,0,0.1
holdout_author,human_news_gazeta_0055,H,,0.0010845239,0,0.1
holdout_author,human_news_gazeta_0056,H,,0.0041076318,0,0.1
holdout_author,human_news_gazeta_0057,H,,0.1054471254,0,0.1
holdout_author,human_news_gazeta_0058,H,,0.0091306653,0,0.1
holdout_author,human_news_gazeta_0059,H,,0.0062418176,0,0.1
holdout_author,human_news_gazeta_0060,H,,0.0005427450,0,0.1
holdout_author,human_news_lenta_0001,H,,0.0691331544,0,0.1
holdout_author,human_news_lenta_0002,H,,0.0025411712,0,0.1
holdout_author,human_news_lenta_0004,H,,0.0680598924,0,0.1
holdout_author,human_news_lenta_0007,H,,0.0000000000,0,0.1
holdout_author,human_news_lenta_0009,H,,0.0003829785,0,0.1
holdout_author,human_news_lenta_0010,H,,0.0000000007,0,0.1
holdout_author,human_news_lenta_0012,H,,0.0017741476,0,0.1
holdout_author,human_news_lenta_0013,H,,0.0355077638,0,0.1
holdout_author,human_news_lenta_0014,H,,0.0025791225,0,0.1
holdout_author,human_news_lenta_0015,H,,0.0677295135,0,0.1
holdout_author,human_news_lenta_0016,H,,0.0010301715,0,0.1
holdout_author,human_news_lenta_0017,H,,0.0000006612,0,0.1
holdout_author,human_news_lenta_0018,H,,0.0000169338,0,0.1
holdout_author,human_news_lenta_0021,H,,0.0460692132,0,0.1
holdout_author,human_news_lenta_0022,H,,0.0002490365,0,0.1
holdout_author,human_news_lenta_0023,H,,0.1431290187,0,0.1
holdout_author,human_news_lenta_0024,H,,0.0274288023,0,0.1
holdout_author,human_news_lenta_0027,H,,0.2588087410,0,0.1
holdout_author,human_news_lenta_0029,H,,0.0868651671,0,0.1
holdout_author,human_news_lenta_0034,H,,0.0034481575,0,0.1
holdout_author,human_news_lenta_0036,H,,0.0031778043,0,0.1
holdout_author,human_news_lenta_0039,H,,0.0000000000,0,0.1
holdout_author,human_news_lenta_0040,H,,0.1244929997,0,0.1
holdout_author,human_news_lenta_0041,H,,0.0002869153,0,0.1
holdout_author,human_news_lenta_0042,H,,0.0000427410,0,0.1
holdout_author,human_news_lenta_0044,H,,0.0013672840,0,0.1
holdout_author,human_news_lenta_0045,H,,0.0488706273,0,0.1
holdout_author,human_news_lenta_0046,H,,0.0000145485,0,0.1
holdout_author,human_news_lenta_0049,H,,0.0229411700,0,0.1
holdout_author,human_news_lenta_0051,H,,0.0024222885,0,0.1
holdout_author,human_news_lenta_0053,H,,0.0003446078,0,0.1
holdout_author,human_news_lenta_0055,H,,0.2202542258,0,0.1
holdout_author,human_prose_taiga_arzamas_0027,H,,0.0090436628,0,0.1
holdout_author,human_prose_taiga_arzamas_0031,H,,0.0050735832,0,0.1
holdout_author,human_prose_taiga_arzamas_0037,H,,0.0000002661,0,0.1
holdout_author,human_prose_taiga_arzamas_0043,H,,0.0002562924,0,0.1
holdout_author,human_prose_taiga_magazines_0001,H,,0.0033731905,0,0.1
holdout_author,human_prose_taiga_magazines_0002,H,,0.0035669000,0,0.1
holdout_author,human_prose_taiga_magazines_0003,H,,0.0163424341,0,0.1
holdout_author,human_prose_taiga_magazines_0004,H,,0.0065984715,0,0.1
holdout_author,human_prose_taiga_magazines_0005,H,,0.0010541691,0,0.1
holdout_author,human_prose_taiga_magazines_0006,H,,0.0214439911,0,0.1
holdout_author,human_prose_taiga_magazines_0007,H,,0.0082555324,0,0.1
holdout_author,human_prose_taiga_magazines_0008,H,,0.0025718209,0,0.1
holdout_author,human_prose_taiga_magazines_0009,H,,0.0001739469,0,0.1
holdout_author,human_prose_taiga_magazines_0010,H,,0.0316052796,0,0.1
holdout_author,human_prose_taiga_magazines_0011,H,,0.0107471313,0,0.1
holdout_author,human_prose_taiga_magazines_0012,H,,0.0056166141,0,0.1
holdout_author,human_prose_taiga_magazines_0013,H,,0.0001904791,0,0.1
holdout_author,human_prose_taiga_magazines_0014,H,,0.1031133180,0,0.1
holdout_author,human_prose_taiga_magazines_0015,H,,0.0339592568,0,0.1
holdout_author,human_prose_taiga_magazines_0016,H,,0.0125940773,0,0.1
holdout_author,human_prose_taiga_magazines_0017,H,,0.0040832800,0,0.1
holdout_author,human_prose_taiga_magazines_0018,H,,0.0000154043,0,0.1
holdout_author,human_prose_taiga_magazines_0019,H,,0.1291741641,0,0.1
holdout_author,human_prose_taiga_magazines_0020,H,,0.0143048144,0,0.1
holdout_author,human_prose_taiga_magazines_0021,H,,0.0005674307,0,0.1
holdout_author,human_prose_taiga_magazines_0022,H,,0.0034543583,0,0.1
holdout_author,human_prose_taiga_magazines_0023,H,,0.0022274220,0,0.1
holdout_author,human_prose_taiga_magazines_0024,H,,0.1234199657,0,0.1
holdout_author,human_prose_taiga_magazines_0025,H,,0.0101225134,0,0.1
holdout_author,human_prose_taiga_magazines_0026,H,,0.1532006672,0,0.1
holdout_author,human_prose_taiga_magazines_0027,H,,0.0000055934,0,0.1
holdout_author,human_prose_taiga_magazines_0028,H,,0.0002637139,0,0.1
holdout_author,human_prose_taiga_magazines_0029,H,,0.0019347243,0,0.1
holdout_author,human_prose_taiga_magazines_0030,H,,0.0069240532,0,0.1
holdout_author,human_prose_taiga_magazines_0031,H,,0.0012697101,0,0.1
holdout_author,human_prose_taiga_magazines_0032,H,,0.0043098300,0,0.1
holdout_author,human_prose_taiga_magazines_0033,H,,0.0122279400,0,0.1
holdout_author,human_prose_taiga_magazines_0034,H,,0.0011523003,0,0.1
holdout_author,human_prose_taiga_magazines_0035,H,,0.0337269834,0,0.1
holdout_author,human_prose_taiga_magazines_0036,H,,0.0058917300,0,0.1
holdout_author,human_prose_taiga_magazines_0037,H,,0.0089557883,0,0.1
holdout_author,human_prose_taiga_magazines_0038,H,,0.0057722102,0,0.1
holdout_author,human_prose_taiga_magazines_0039,H,,0.0006456790,0,0.1
holdout_author,human_prose_taiga_magazines_0040,H,,0.0000377165,0,0.1
holdout_author,human_prose_taiga_magazines_0041,H,,0.0426663122,0,0.1
holdout_author,human_prose_taiga_magazines_0042,H,,0.3071565252,0,0.1
holdout_author,human_prose_taiga_magazines_0043,H,,0.0003759236,0,0.1
holdout_author,human_prose_taiga_magazines_0044,H,,0.0105179514,0,0.1
holdout_author,human_prose_taiga_magazines_0045,H,,0.0044273240,0,0.1
holdout_author,human_prose_taiga_magazines_0046,H,,0.0529827812,0,0.1
holdout_author,human_prose_taiga_magazines_0047,H,,0.0003028619,0,0.1
holdout_author,human_prose_taiga_magazines_0048,H,,0.0000497200,0,0.1
holdout_author,human_prose_taiga_magazines_0049,H,,0.0483943712,0,0.1
holdout_author,human_prose_taiga_magazines_0050,H,,0.0000000000,0,0.1
holdout_author,human_prose_taiga_magazines_0051,H,,0.0315165912,0,0.1
holdout_author,human_prose_taiga_magazines_0052,H,,0.0006927498,0,0.1
holdout_author,human_prose_taiga_magazines_0053,H,,0.0000255280,0,0.1
holdout_author,human_prose_taiga_magazines_0054,H,,0.0014327969,0,0.1
holdout_author,human_prose_taiga_magazines_0055,H,,0.0662070072,0,0.1
holdout_author,human_prose_taiga_magazines_0056,H,,0.0031427875,0,0.1
holdout_author,human_prose_taiga_magazines_0057,H,,0.0032306554,0,0.1
holdout_author,human_prose_taiga_magazines_0058,H,,0.0000473001,0,0.1
holdout_author,human_prose_taiga_magazines_0059,H,,0.0146561023,0,0.1
holdout_author,human_prose_taiga_magazines_0060,H,,0.0129965016,0,0.1
holdout_author,human_prose_taiga_proza_0006,H,,0.0715005482,0,0.1
holdout_author,human_prose_taiga_proza_0012,H,,0.0056925150,0,0.1
holdout_author,human_prose_taiga_proza_0028,H,,0.1663663703,0,0.1
holdout_author,human_prose_taiga_proza_0029,H,,0.0521989602,0,0.1
holdout_author,human_prose_taiga_proza_0032,H,,0.3012120589,0,0.1
holdout_author,human_prose_taiga_proza_0033,H,,0.0029723505,0,0.1
holdout_author,human_prose_taiga_proza_0040,H,,0.1109544097,0,0.1
holdout_author,human_prose_taiga_proza_0048,H,,0.0023713843,0,0.1
holdout_author,human_prose_taiga_proza_0049,H,,0.0000423441,0,0.1
holdout_author,human_prose_taiga_proza_0052,H,,0.0062002924,0,0.1
holdout_author,human_prose_taiga_proza_0054,H,,0.0130589239,0,0.1
holdout_author,human_prose_taiga_proza_0058,H,,0.0072978960,0,0.1
holdout_author,human_science_cyberleninka_0001,H,,0.0261237181,0,0.1
holdout_author,human_science_cyberleninka_0002,H,,0.5264253714,1,0.1
holdout_author,human_science_cyberleninka_0003,H,,0.0252711521,0,0.1
holdout_author,human_science_cyberleninka_0004,H,,0.0259697785,0,0.1
holdout_author,human_science_cyberleninka_0005,H,,0.0170699101,0,0.1
holdout_author,human_science_cyberleninka_0006,H,,0.1297427581,0,0.1
holdout_author,human_science_cyberleninka_0007,H,,0.3445205368,0,0.1
holdout_author,human_science_cyberleninka_0008,H,,0.0000396791,0,0.1
holdout_author,human_science_cyberleninka_0009,H,,0.0151273597,0,0.1
holdout_author,human_science_cyberleninka_0010,H,,0.0003639805,0,0.1
holdout_author,human_science_cyberleninka_0011,H,,0.0005764555,0,0.1
holdout_author,human_science_cyberleninka_0013,H,,0.3446416977,0,0.1
holdout_author,human_science_cyberleninka_0014,H,,0.2169003280,0,0.1
holdout_author,human_science_cyberleninka_0015,H,,0.0004767818,0,0.1
holdout_author,human_science_cyberleninka_0016,H,,0.0091121332,0,0.1
holdout_author,human_science_cyberleninka_0017,H,,0.0017493720,0,0.1
holdout_author,human_science_cyberleninka_0018,H,,0.7074121218,1,0.1
holdout_author,human_science_cyberleninka_0019,H,,0.5387066736,1,0.1
holdout_author,human_science_cyberleninka_0020,H,,0.0036933026,0,0.1
holdout_author,human_science_cyberleninka_0021,H,,0.6556274985,1,0.1
holdout_author,human_science_cyberleninka_0022,H,,0.0004727174,0,0.1
holdout_author,human_science_cyberleninka_0023,H,,0.7128124083,1,0.1
holdout_author,human_science_cyberleninka_0024,H,,0.4584154065,0,0.1
holdout_author,human_science_cyberleninka_0025,H,,0.0333172545,0,0.1
holdout_author,human_science_cyberleninka_0026,H,,0.0024480454,0,0.1
holdout_author,human_science_cyberleninka_0027,H,,0.0525220267,0,0.1
holdout_author,human_science_cyberleninka_0028,H,,0.0000797315,0,0.1
holdout_author,human_science_cyberleninka_0029,H,,0.0358222233,0,0.1
holdout_author,human_science_cyberleninka_0030,H,,0.0001218383,0,0.1
holdout_author,human_science_cyberleninka_0031,H,,0.0180196476,0,0.1
holdout_author,human_science_cyberleninka_0032,H,,0.0082112000,0,0.1
holdout_author,human_science_cyberleninka_0033,H,,0.8238715446,1,0.1
holdout_author,human_science_cyberleninka_0034,H,,0.0001635189,0,0.1
holdout_author,human_science_cyberleninka_0035,H,,0.0445976077,0,0.1
holdout_author,human_science_cyberleninka_0036,H,,0.4187949178,0,0.1
holdout_author,human_science_cyberleninka_0037,H,,0.0895918665,0,0.1
holdout_author,human_science_cyberleninka_0038,H,,0.0463561206,0,0.1
holdout_author,human_science_cyberleninka_0039,H,,0.0887993803,0,0.1
holdout_author,human_science_cyberleninka_0040,H,,0.0004156333,0,0.1
holdout_author,human_science_cyberleninka_0041,H,,0.0408920502,0,0.1
holdout_author,human_science_cyberleninka_0042,H,,0.0001395031,0,0.1
holdout_author,human_science_cyberleninka_0043,H,,0.0032738494,0,0.1
holdout_author,human_science_cyberleninka_0044,H,,0.7530418859,1,0.1
holdout_author,human_science_cyberleninka_0045,H,,0.0020057950,0,0.1
holdout_author,human_science_cyberleninka_0046,H,,0.0011817766,0,0.1
holdout_author,human_science_cyberleninka_0047,H,,0.0009300752,0,0.1
holdout_author,human_science_cyberleninka_0048,H,,0.0000618053,0,0.1
holdout_author,human_science_cyberleninka_0049,H,,0.0002220675,0,0.1
holdout_author,human_science_cyberleninka_0050,H,,0.0018557877,0,0.1
holdout_author,human_science_cyberleninka_0051,H,,0.1541587136,0,0.1
holdout_author,human_science_cyberleninka_0052,H,,0.1417629963,0,0.1
holdout_author,human_science_cyberleninka_0053,H,,0.0000001044,0,0.1
holdout_author,human_science_cyberleninka_0054,H,,0.0874898606,0,0.1
holdout_author,human_science_cyberleninka_0055,H,,0.0036481227,0,0.1
holdout_author,human_science_cyberleninka_0056,H,,0.0538479717,0,0.1
holdout_author,human_science_cyberleninka_0057,H,,0.2022980614,0,0.1
holdout_author,human_science_cyberleninka_0058,H,,0.6183157537,1,0.1
holdout_author,human_science_cyberleninka_0059,H,,0.7389757668,1,0.1
holdout_author,human_science_cyberleninka_0060,H,,0.0242343921,0,0.1
holdout_author,human_science_cyberleninka_0067,H,,0.3578116377,0,0.1
holdout_author,human_science_spbgu_0001,H,,0.0064991233,0,0.1
holdout_author,human_science_spbgu_0002,H,,0.0088997089,0,0.1
holdout_author,human_science_spbgu_0003,H,,0.2156971608,0,0.1
holdout_author,human_science_spbgu_0004,H,,0.0040769951,0,0.1
holdout_author,human_science_spbgu_0005,H,,0.0289983726,0,0.1
holdout_author,human_science_spbgu_0006,H,,0.0017135955,0,0.1
holdout_author,human_science_spbgu_0007,H,,0.0001445647,0,0.1
holdout_author,human_science_spbgu_0008,H,,0.0440478511,0,0.1
holdout_author,human_science_spbgu_0009,H,,0.0005587936,0,0.1
holdout_author,human_science_spbgu_0010,H,,0.0008094377,0,0.1
holdout_author,human_science_spbgu_0011,H,,0.0043068397,0,0.1
holdout_author,human_science_spbgu_0012,H,,0.0001557362,0,0.1
holdout_author,human_science_spbgu_0013,H,,0.0000670330,0,0.1
holdout_author,human_science_spbgu_0014,H,,0.0289154285,0,0.1
holdout_author,human_science_spbgu_0015,H,,0.0037902095,0,0.1
holdout_author,human_science_spbgu_0016,H,,0.0000196993,0,0.1
holdout_author,human_science_spbgu_0017,H,,0.0029008974,0,0.1
holdout_author,human_science_spbgu_0018,H,,0.0006626424,0,0.1
holdout_author,human_science_spbgu_0019,H,,0.0057152975,0,0.1
holdout_author,human_science_spbgu_0020,H,,0.0050152991,0,0.1
holdout_author,human_science_spbgu_0021,H,,0.0001149449,0,0.1
holdout_author,human_science_spbgu_0022,H,,0.0061853082,0,0.1
holdout_author,human_science_spbgu_0023,H,,0.0003439062,0,0.1
holdout_author,human_science_spbgu_0024,H,,0.0001742263,0,0.1
holdout_author,human_science_spbgu_0025,H,,0.0000304617,0,0.1
holdout_author,human_science_spbgu_0026,H,,0.0075315136,0,0.1
holdout_author,human_science_spbgu_0027,H,,0.0000074780,0,0.1
holdout_author,human_science_spbgu_0028,H,,0.0001438007,0,0.1
holdout_author,human_science_spbgu_0029,H,,0.0000369276,0,0.1
holdout_author,human_science_spbgu_0030,H,,0.0000287490,0,0.1
holdout_author,human_science_spbgu_0031,H,,0.0005356783,0,0.1
