split,model,estimand,group,n,fpr,fpr_ci_low,fpr_ci_high,delta,delta_ci_low,delta_ci_high,note
holdout_author,main,full,source=labrika,4,0.0,0.0,0.0,-0.04046242774566474,-0.07954545454545454,-0.01524390243902439,малая выборка
holdout_author,main,full,source=lenta,60,0.1,0.1,0.1,0.0676025917926566,0.023076923076923078,0.08823529411764706,
holdout_author,main,full,source=madcats,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.2948717948717948,0.2568306010928961,0.3201754385964912,малая выборка
holdout_author,main,full,source=madcats_ru,8,0.0,0.0,0.0,-0.040776699029126215,-0.08097165991902834,-0.01529051987767584,малая выборка
holdout_author,main,full,source=rusltc,73,0.0410958904109589,0.0,0.0958904109589041,0.001095890410958901,-0.060864553314121043,0.058399423215573176,
holdout_author,main,full,source=seopulses,12,0.0,0.0,0.0,-0.0410958904109589,-0.08270676691729323,-0.014705882352941176,малая выборка
holdout_author,main,full,source=spbgu,59,0.0,0.0,0.0,-0.04525862068965517,-0.08780487804878048,-0.01782178217821782,
holdout_author,main,full,source=taiga_arzamas,4,0.0,0.0,0.0,-0.04046242774566474,-0.08132530120481928,-0.0149812734082397,малая выборка
holdout_author,main,full,source=taiga_magazines,60,0.0,0.0,0.0,-0.04535637149028078,-0.08839779005524862,-0.017897091722595078,
holdout_author,main,full,source=taiga_proza,12,0.0,0.0,0.0,-0.0410958904109589,-0.08221476510067115,-0.015544041450777202,малая выборка
holdout_author,main,full,source=urfu,48,0.0,0.0,0.0,-0.04421052631578947,-0.0877742946708464,-0.016666666666666666,
holdout_author,main,net,весь человеческий тест,523,0.06118546845124283,0.03483870967741935,0.1078838174273859,,,,
holdout_author,main,net,HH-formal-register,167,0.07784431137724551,0.01910828025477707,0.2597402597402597,0.02447352486039158,-0.04460197606233432,0.20662525879917185,
holdout_author,main,net,HH-polished,180,0.044444444444444446,0.016666666666666666,0.06666666666666667,-0.02552640103660512,-0.09953379953379954,0.019658119658119658,
holdout_author,main,net,HH-translation,73,0.0821917808219178,0.0273972602739726,0.1506849315068493,0.02441400304414003,-0.05648785717230858,0.09920745920745921,
holdout_author,main,net,genre=news,180,0.044444444444444446,0.016666666666666666,0.06666666666666667,-0.02552640103660512,-0.09953379953379954,0.019658119658119658,
holdout_author,main,net,genre=prose,76,0.02631578947368421,0.0,0.08333333333333333,-0.040798304486047335,-0.10186976144422953,0.028388278388278385,
holdout_author,main,net,genre=science,167,0.07784431137724551,0.01910828025477707,0.2597402597402597,0.02447352486039158,-0.04460197606233432,0.20662525879917185,
holdout_author,main,net,genre=seo,27,0.1111111111111111,0.0,0.4117647058823529,0.05264336917562724,-0.07317073170731707,0.5939393939393939,
holdout_author,main,net,genre=translation,73,0.0821917808219178,0.0273972602739726,0.1506849315068493,0.02441400304414003,-0.05648785717230858,0.09920745920745921,
holdout_author,main,net,hh_all,420,0.06428571428571428,0.03355704697986577,0.12158808933002481,0.01574202496532593,-0.14039408866995073,0.08442186744073538,
holdout_author,main,net,len_long,177,0.04519774011299435,0.01056338028169014,0.15789473684210525,-0.024166421736716626,-0.06879310344827586,0.082010582010582,
holdout_author,main,net,len_mid,143,0.07692307692307693,0.031746031746031744,0.15555555555555556,0.021659919028340087,-0.026937877954920288,0.0905437352245863,
holdout_author,main,net,len_short,203,0.06403940886699508,0.037037037037037035,0.09166666666666666,0.004664408866995082,-0.07222222222222222,0.047347089167280774,
holdout_author,main,net,source=buriy_2014,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,-0.05028797696184306,-0.10148895292987513,-0.022108843537414966,
holdout_author,main,net,source=cyberleninka,60,0.21666666666666667,0.08695652173913043,0.3188405797101449,0.1756299496040317,0.04073525975543267,0.281575077610152,
holdout_author,main,net,source=gazeta,60,0.05,0.05,0.05,-0.012634989200863922,-0.0646067415730337,0.015460526315789473,
holdout_author,main,net,source=labrika,4,0.0,0.0,0.0,-0.06165703275529865,-0.10955710955710955,-0.036281179138321996,малая выборка
holdout_author,main,net,source=lenta,60,0.06666666666666667,0.06666666666666667,0.06666666666666667,0.006191504679625627,-0.04864524259609326,0.03415892672858617,
holdout_author,main,net,source=madcats,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6089743589743589,0.563392107472712,0.6342123056118999,малая выборка
holdout_author,main,net,source=madcats_ru,8,0.125,0.125,0.125,0.06480582524271844,0.016986062717770034,0.09051724137931035,малая выборка
holdout_author,main,net,source=rusltc,73,0.0821917808219178,0.0273972602739726,0.1506849315068493,0.02441400304414003,-0.05648785717230858,0.09920745920745921,
holdout_author,main,net,source=seopulses,12,0.0,0.0,0.0,-0.06262230919765166,-0.11264367816091954,-0.03626943005181347,малая выборка
holdout_author,main,net,source=spbgu,59,0.0,0.0,0.0,-0.06896551724137931,-0.12056737588652482,-0.04111111111111111,
holdout_author,main,net,source=taiga_arzamas,4,0.0,0.0,0.0,-0.06165703275529865,-0.11,-0.035961272475795295,малая выборка
holdout_author,main,net,source=taiga_magazines,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,-0.05028797696184306,-0.10346320346320347,-0.022311827956989248,
holdout_author,main,net,source=taiga_proza,12,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.022667971298108283,-0.02593032462391133,0.04859841560024375,малая выборка
holdout_author,main,net,source=urfu,48,0.0,0.0,0.0,-0.06736842105263158,-0.11788617886178862,-0.03924646781789639,
holdout_author,format-only,full,весь человеческий тест,523,0.01338432122370937,0.004073319755600814,0.029556650246305417,,,,
holdout_author,format-only,full,HH-formal-register,167,0.03592814371257485,0.012448132780082987,0.10714285714285714,0.033119154948529905,0.0069103369503141065,0.10919854280510019,
holdout_author,format-only,full,HH-polished,180,0.0,0.0,0.0,-0.02040816326530612,-0.04405286343612335,-0.00641025641025641,
holdout_author,format-only,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,0.0003652968036529664,-0.028391167192429023,0.034203980099502485,
holdout_author,format-only,full,genre=news,180,0.0,0.0,0.0,-0.02040816326530612,-0.04405286343612335,-0.00641025641025641,
holdout_author,format-only,full,genre=prose,76,0.0,0.0,0.0,-0.015659955257270694,-0.03591160220994475,-0.004796163069544364,
holdout_author,format-only,full,genre=science,167,0.03592814371257485,0.012448132780082987,0.10714285714285714,0.033119154948529905,0.0069103369503141065,0.10919854280510019,
holdout_author,format-only,full,genre=seo,27,0.0,0.0,0.0,-0.014112903225806451,-0.032679738562091505,-0.00425531914893617,
holdout_author,format-only,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,0.0003652968036529664,-0.028391167192429023,0.034203980099502485,
holdout_author,format-only,full,hh_all,420,0.016666666666666666,0.005050505050505051,0.039285714285714285,0.016666666666666666,0.005136986301369863,0.0392156862745098,
holdout_author,format-only,full,len_long,177,0.022598870056497175,0.004878048780487805,0.07272727272727272,0.013928349825283303,-0.008350730688935281,0.0603494623655914,
holdout_author,format-only,full,len_mid,143,0.02097902097902098,0.0,0.056179775280898875,0.010452705189547296,-0.011505829213208814,0.04139409394980966,
holdout_author,format-only,full,len_short,203,0.0,0.0,0.0,-0.021875,-0.049773755656108594,-0.007017543859649123,
holdout_author,format-only,full,source=buriy_2014,60,0.0,0.0,0.0,-0.01511879049676026,-0.03389830508474576,-0.004555808656036446,
holdout_author,format-only,full,source=cyberleninka,60,0.06666666666666667,0.0,0.17391304347826086,0.06018718502519799,-0.005970149253731343,0.16819875776397514,
holdout_author,format-only,full,source=gazeta,60,0.0,0.0,0.0,-0.01511879049676026,-0.033783783783783786,-0.004694835680751174,
holdout_author,format-only,full,source=labrika,4,0.0,0.0,0.0,-0.01348747591522158,-0.030837004405286344,-0.004081632653061225,малая выборка
holdout_author,format-only,full,source=lenta,60,0.0,0.0,0.0,-0.01511879049676026,-0.03345070422535211,-0.004662004662004662,
holdout_author,format-only,full,source=madcats,3,0.0,0.0,0.0,-0.013461538461538462,-0.03081232492997199,-0.004123711340206186,малая выборка
holdout_author,format-only,full,source=madcats_ru,8,0.0,0.0,0.0,-0.013592233009708738,-0.03064066852367688,-0.003913894324853229,малая выборка
holdout_author,format-only,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,0.0003652968036529664,-0.028391167192429023,0.034203980099502485,
holdout_author,format-only,full,source=seopulses,12,0.0,0.0,0.0,-0.0136986301369863,-0.031609195402298854,-0.004132231404958678,малая выборка
holdout_author,format-only,full,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,0.004018118059614261,-0.014965741074648393,0.014411081476383033,
holdout_author,format-only,full,source=taiga_arzamas,4,0.0,0.0,0.0,-0.01348747591522158,-0.031088082901554404,-0.00404040404040404,малая выборка
holdout_author,format-only,full,source=taiga_magazines,60,0.0,0.0,0.0,-0.01511879049676026,-0.033707865168539325,-0.004457652303120356,
holdout_author,format-only,full,source=taiga_proza,12,0.0,0.0,0.0,-0.0136986301369863,-0.03110047846889952,-0.004166666666666667,малая выборка
holdout_author,format-only,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.008201754385964911,-0.010745614035087721,0.018184326710816774,
holdout_author,length-only,full,весь человеческий тест,523,0.6673040152963671,0.48428571428571426,0.8435374149659864,,,,
holdout_author,length-only,full,HH-formal-register,167,0.31137724550898205,0.24567474048442905,0.5166666666666667,-0.5228924174123663,-0.6666943521594684,-0.2612028605237434,
holdout_author,length-only,full,HH-polished,180,0.9666666666666667,0.9166666666666666,1.0,0.4564625850340136,0.2614321608040201,0.5690166305133766,
holdout_author,length-only,full,HH-translation,73,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.32298325722983257,0.1156960448458424,0.5579607398304818,
holdout_author,length-only,full,genre=news,180,0.9666666666666667,0.9166666666666666,1.0,0.4564625850340136,0.2614321608040201,0.5690166305133766,
holdout_author,length-only,full,genre=prose,76,0.5131578947368421,0.45,0.8333333333333334,-0.18035440951371717,-0.39415824105280056,0.2351392024078255,
holdout_author,length-only,full,genre=science,167,0.31137724550898205,0.24567474048442905,0.5166666666666667,-0.5228924174123663,-0.6666943521594684,-0.2612028605237434,
holdout_author,length-only,full,genre=seo,27,0.5555555555555556,0.5,0.6363636363636364,-0.11783154121863793,-0.3168859649122807,0.09840323201231238,
holdout_author,length-only,full,genre=translation,73,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.32298325722983257,0.1156960448458424,0.5579607398304818,
holdout_author,length-only,full,hh_all,420,0.7023809523809523,0.4762979683972912,0.89501312335958,0.17810910772075816,-0.1253541428500422,0.39315377035333865,
holdout_author,length-only,full,len_long,177,0.1807909604519774,0.1346704871060172,0.2823529411764706,-0.7353940106462885,-0.7946533854651523,-0.6127817686400793,
holdout_author,length-only,full,len_mid,143,0.8251748251748252,0.7419354838709677,0.8940397350993378,0.21728008833271995,0.005721449737861817,0.4076476613178559,
holdout_author,length-only,full,len_short,203,0.9802955665024631,0.9291338582677166,1.0,0.5115455665024631,0.3139784946236559,0.6265344753265738,
holdout_author,length-only,full,source=buriy_2014,60,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.2816774658027358,0.08600973236009724,0.45478325859491775,
holdout_author,length-only,full,source=cyberleninka,60,0.4666666666666667,0.33962264150943394,0.5869565217391305,-0.22663786897048233,-0.4802152579930358,0.014404707320800791,
holdout_author,length-only,full,source=gazeta,60,1.0,1.0,1.0,0.3758099352051836,0.19012345679012344,0.5448916408668731,
holdout_author,length-only,full,source=labrika,4,0.5,0.5,0.5,-0.16859344894026973,-0.34957627118644063,0.011560693641618491,малая выборка
holdout_author,length-only,full,source=lenta,60,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.35698344132469395,0.1681159420289855,0.5211656441717791,
holdout_author,length-only,full,source=madcats,3,0.6666666666666666,0.6666666666666666,0.6666666666666666,-0.0006410256410256387,-0.18106060606060614,0.1833333333333333,малая выборка
holdout_author,length-only,full,source=madcats_ru,8,0.625,0.625,0.625,-0.04296116504854364,-0.22011784511784516,0.13967710371819964,малая выборка
holdout_author,length-only,full,source=rusltc,73,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.32298325722983257,0.1156960448458424,0.5579607398304818,
holdout_author,length-only,full,source=seopulses,12,0.5,0.5,0.5,-0.17123287671232879,-0.35387323943661975,0.01215277777777779,малая выборка
holdout_author,length-only,full,source=spbgu,59,0.2542372881355932,0.2542372881355932,0.2542372881355932,-0.46559029807130337,-0.6204615070451297,-0.2764486324420241,
holdout_author,length-only,full,source=taiga_arzamas,4,0.5,0.5,0.5,-0.16859344894026973,-0.35074626865671643,0.016746411483253565,малая выборка
holdout_author,length-only,full,source=taiga_magazines,60,0.45,0.45,0.45,-0.2454643628509719,-0.4255074424898511,-0.04242424242424242,
holdout_author,length-only,full,source=taiga_proza,12,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.16992824527071104,-0.011241446725317683,0.3561215370866846,малая выборка
holdout_author,length-only,full,source=urfu,48,0.1875,0.1875,0.1875,-0.5282894736842105,-0.6851851851851852,-0.35290404040404044,
holdout_genre_analytics,main,full,весь человеческий тест,420,0.047619047619047616,0.009884678747940691,0.09929078014184398,,,,
holdout_genre_analytics,main,full,HH-formal-register,167,0.04790419161676647,0.004901960784313725,0.17105263157894737,0.0004733615772407815,-0.07587998605962677,0.13657407407407407,
holdout_genre_analytics,main,full,HH-polished,180,0.06111111111111111,0.0,0.16666666666666666,0.02361111111111111,-0.07220216606498195,0.14227642276422764,
holdout_genre_analytics,main,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.04105641309067941,-0.11429308565531475,0.015144230769230771,
holdout_genre_analytics,main,full,genre=news,180,0.06111111111111111,0.0,0.16666666666666666,0.02361111111111111,-0.07220216606498195,0.14227642276422764,
holdout_genre_analytics,main,full,genre=science,167,0.04790419161676647,0.004901960784313725,0.17105263157894737,0.0004733615772407815,-0.07587998605962677,0.13657407407407407,
holdout_genre_analytics,main,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.04105641309067941,-0.11429308565531475,0.015144230769230771,
holdout_genre_analytics,main,full,hh_all,420,0.047619047619047616,0.009884678747940691,0.09929078014184398,,,,
holdout_genre_analytics,main,full,len_long,139,0.03597122302158273,0.0,0.1794871794871795,-0.017409559896566736,-0.08238950525821258,0.12678571428571428,
holdout_genre_analytics,main,full,len_mid,104,0.028846153846153848,0.0,0.0847457627118644,-0.024951314508276534,-0.09230769230769231,0.04651647893199833,
holdout_genre_analytics,main,full,len_short,177,0.06779661016949153,0.0,0.14035087719298245,0.034874799469903045,-0.06826086956521739,0.116005291005291,
holdout_genre_analytics,main,full,source=buriy_2014,60,0.016666666666666666,0.016666666666666666,0.016666666666666666,-0.03611111111111111,-0.09217687074829932,0.00673289183222958,
holdout_genre_analytics,main,full,source=cyberleninka,60,0.13333333333333333,0.022727272727272728,0.2236842105263158,0.1,-0.025021872265966753,0.2019945909398242,
holdout_genre_analytics,main,full,source=gazeta,60,0.0,0.0,0.0,-0.05555555555555555,-0.1111111111111111,-0.012658227848101266,
holdout_genre_analytics,main,full,source=lenta,60,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.1388888888888889,0.09455128205128205,0.1603641456582633,
holdout_genre_analytics,main,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,-0.04105641309067941,-0.11429308565531475,0.015144230769230771,
holdout_genre_analytics,main,full,source=spbgu,59,0.0,0.0,0.0,-0.055401662049861494,-0.10919540229885058,-0.011976047904191617,
holdout_genre_analytics,main,full,source=urfu,48,0.0,0.0,0.0,-0.053763440860215055,-0.11055276381909548,-0.012285012285012284,
holdout_genre_analytics,main,net,весь человеческий тест,420,0.0880952380952381,0.05507246376811594,0.1482758620689655,,,,
holdout_genre_analytics,main,net,HH-formal-register,167,0.10179640718562874,0.0392156862745098,0.2835820895522388,0.022745023786419252,-0.05541401273885351,0.21010680695042244,
holdout_genre_analytics,main,net,HH-polished,180,0.06666666666666667,0.03333333333333333,0.08333333333333333,-0.037500000000000006,-0.13989501312335959,0.022108843537414963,
holdout_genre_analytics,main,net,HH-translation,73,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.02601555406419012,-0.07576742506319971,0.11012703524780819,
holdout_genre_analytics,main,net,genre=news,180,0.06666666666666667,0.03333333333333333,0.08333333333333333,-0.037500000000000006,-0.13989501312335959,0.022108843537414963,
holdout_genre_analytics,main,net,genre=science,167,0.10179640718562874,0.0392156862745098,0.2835820895522388,0.022745023786419252,-0.05541401273885351,0.21010680695042244,
holdout_genre_analytics,main,net,genre=translation,73,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.02601555406419012,-0.07576742506319971,0.11012703524780819,
holdout_genre_analytics,main,net,hh_all,420,0.0880952380952381,0.05507246376811594,0.1482758620689655,,,,
holdout_genre_analytics,main,net,len_long,139,0.07194244604316546,0.031914893617021274,0.22,-0.02414296320950357,-0.07880020335536349,0.10653665583243048,
holdout_genre_analytics,main,net,len_mid,104,0.08653846153846154,0.03431372549019608,0.18181818181818182,-0.002069133398247325,-0.058554190907132084,0.07974910394265233,
holdout_genre_analytics,main,net,len_short,177,0.1016949152542373,0.06437768240343347,0.1568627450980392,0.023505614842714656,-0.05468066491688539,0.08166079362647463,
holdout_genre_analytics,main,net,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.06388888888888888,-0.13333333333333333,-0.027272727272727275,
holdout_genre_analytics,main,net,source=cyberleninka,60,0.23333333333333334,0.08333333333333333,0.3561643835616438,0.16944444444444445,0.015050167224080264,0.30035742035742036,
holdout_genre_analytics,main,net,source=gazeta,60,0.08333333333333333,0.08333333333333333,0.08333333333333333,-0.005555555555555564,-0.07938856015779093,0.0312971342383107,
holdout_genre_analytics,main,net,source=lenta,60,0.08333333333333333,0.08333333333333333,0.08333333333333333,-0.005555555555555564,-0.07508250825082509,0.030977312390924952,
holdout_genre_analytics,main,net,source=rusltc,73,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.02601555406419012,-0.07576742506319971,0.11012703524780819,
holdout_genre_analytics,main,net,source=spbgu,59,0.01694915254237288,0.01694915254237288,0.01694915254237288,-0.08277383914737782,-0.15028634233817317,-0.047650330661761484,
holdout_genre_analytics,main,net,source=urfu,48,0.041666666666666664,0.041666666666666664,0.041666666666666664,-0.05241935483870968,-0.12251243781094528,-0.015960451977401133,
holdout_genre_analytics,format-only,full,весь человеческий тест,420,0.01904761904761905,0.005649717514124294,0.041935483870967745,,,,
holdout_genre_analytics,format-only,full,HH-formal-register,167,0.041916167664670656,0.015873015873015872,0.10909090909090909,0.037963598494710184,0.006469807564698074,0.10383727127376088,
holdout_genre_analytics,format-only,full,HH-polished,180,0.0,0.0,0.0,-0.03333333333333333,-0.06358381502890173,-0.0125,
holdout_genre_analytics,format-only,full,HH-translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.006474280525837907,-0.04504504504504504,0.029530874816327993,
holdout_genre_analytics,format-only,full,genre=news,180,0.0,0.0,0.0,-0.03333333333333333,-0.06358381502890173,-0.0125,
holdout_genre_analytics,format-only,full,genre=science,167,0.041916167664670656,0.015873015873015872,0.10909090909090909,0.037963598494710184,0.006469807564698074,0.10383727127376088,
holdout_genre_analytics,format-only,full,genre=translation,73,0.0136986301369863,0.0,0.0410958904109589,-0.006474280525837907,-0.04504504504504504,0.029530874816327993,
holdout_genre_analytics,format-only,full,hh_all,420,0.01904761904761905,0.005649717514124294,0.041935483870967745,,,,
holdout_genre_analytics,format-only,full,len_long,139,0.03597122302158273,0.014598540145985401,0.10256410256410256,0.02529506643795284,-0.0035714285714285713,0.0975263191887877,
holdout_genre_analytics,format-only,full,len_mid,104,0.028846153846153848,0.0,0.07446808510638298,0.013023369036027264,-0.013814616755793225,0.05383795309168443,
holdout_genre_analytics,format-only,full,len_short,177,0.0,0.0,0.0,-0.03292181069958848,-0.06787330316742081,-0.011560693641618497,
holdout_genre_analytics,format-only,full,source=buriy_2014,60,0.0,0.0,0.0,-0.022222222222222223,-0.04918032786885246,-0.006896551724137931,
holdout_genre_analytics,format-only,full,source=cyberleninka,60,0.06666666666666667,0.0,0.17391304347826086,0.05555555555555555,-0.011428571428571429,0.1598190045248869,
holdout_genre_analytics,format-only,full,source=gazeta,60,0.0,0.0,0.0,-0.022222222222222223,-0.04905660377358491,-0.006944444444444444,
holdout_genre_analytics,format-only,full,source=lenta,60,0.0,0.0,0.0,-0.022222222222222223,-0.04591836734693878,-0.007194244604316547,
holdout_genre_analytics,format-only,full,source=rusltc,73,0.0136986301369863,0.0,0.0410958904109589,-0.006474280525837907,-0.04504504504504504,0.029530874816327993,
holdout_genre_analytics,format-only,full,source=spbgu,59,0.03389830508474576,0.03389830508474576,0.03389830508474576,0.017277806469787313,-0.009112447603426284,0.030007254501088175,
holdout_genre_analytics,format-only,full,source=urfu,48,0.020833333333333332,0.020833333333333332,0.020833333333333332,0.0020161290322580627,-0.024279448621553883,0.016801075268817203,
holdout_genre_analytics,length-only,full,весь человеческий тест,420,0.6190476190476191,0.34012219959266804,0.8558139534883721,,,,
holdout_genre_analytics,length-only,full,HH-formal-register,167,0.15568862275449102,0.07630522088353414,0.3977272727272727,-0.76921256301626,-0.8626512806079369,-0.5117152961980549,
holdout_genre_analytics,length-only,full,HH-polished,180,0.95,0.8666666666666667,1.0,0.5791666666666666,0.2607614607614608,0.7396449704142012,
holdout_genre_analytics,length-only,full,HH-translation,73,0.863013698630137,0.7808219178082192,0.9315068493150684,0.29529035569065576,0.0009707690648258493,0.7010734929810074,
holdout_genre_analytics,length-only,full,genre=news,180,0.95,0.8666666666666667,1.0,0.5791666666666666,0.2607614607614608,0.7396449704142012,
holdout_genre_analytics,length-only,full,genre=science,167,0.15568862275449102,0.07630522088353414,0.3977272727272727,-0.76921256301626,-0.8626512806079369,-0.5117152961980549,
holdout_genre_analytics,length-only,full,genre=translation,73,0.863013698630137,0.7808219178082192,0.9315068493150684,0.29529035569065576,0.0009707690648258493,0.7010734929810074,
holdout_genre_analytics,length-only,full,hh_all,420,0.6190476190476191,0.34012219959266804,0.8558139534883721,,,,
holdout_genre_analytics,length-only,full,len_long,139,0.007194244604316547,0.0,0.046511627906976744,-0.9145139404490643,-0.9621621621621622,-0.8172763838345145,
holdout_genre_analytics,length-only,full,len_mid,104,0.7884615384615384,0.6590909090909091,0.8888888888888888,0.2251703992210321,-0.01889728768341481,0.46597633136094674,
holdout_genre_analytics,length-only,full,len_short,177,1.0,1.0,1.0,0.6584362139917695,0.3694581280788177,0.833976833976834,
holdout_genre_analytics,length-only,full,source=buriy_2014,60,0.8666666666666667,0.8666666666666667,0.8666666666666667,0.288888888888889,0.012500000000000067,0.5696741854636591,
holdout_genre_analytics,length-only,full,source=cyberleninka,60,0.35,0.22857142857142856,0.46511627906976744,-0.3138888888888889,-0.6282370862761391,0.018733219428850423,
holdout_genre_analytics,length-only,full,source=gazeta,60,1.0,1.0,1.0,0.4444444444444444,0.18055555555555558,0.7090395480225988,
holdout_genre_analytics,length-only,full,source=lenta,60,0.9833333333333333,0.9833333333333333,0.9833333333333333,0.42499999999999993,0.1601289134438305,0.6851515151515151,
holdout_genre_analytics,length-only,full,source=rusltc,73,0.863013698630137,0.7808219178082192,0.9315068493150684,0.29529035569065576,0.0009707690648258493,0.7010734929810074,
holdout_genre_analytics,length-only,full,source=spbgu,59,0.0847457627118644,0.0847457627118644,0.0847457627118644,-0.6216254284238697,-0.7947185230024213,-0.3263329544893018,
holdout_genre_analytics,length-only,full,source=urfu,48,0.0,0.0,0.0,-0.6989247311827957,-0.8817567567567568,-0.4318181818181818,
holdout_genre_commercial,main,full,весь человеческий тест,420,0.0761904761904762,0.03902439024390244,0.1377672209026128,,,,
holdout_genre_commercial,main,full,HH-formal-register,167,0.11377245508982035,0.04460966542750929,0.32857142857142857,0.062389055880334186,-0.021349599695005717,0.27863051470588235,
holdout_genre_commercial,main,full,HH-polished,180,0.05,0.0,0.11666666666666667,-0.04583333333333334,-0.1574074074074074,0.040417867435158496,
holdout_genre_commercial,main,full,HH-translation,73,0.0547945205479452,0.0136986301369863,0.1095890410958904,-0.025897122103351627,-0.12588807179359343,0.04465116279069768,
holdout_genre_commercial,main,full,genre=news,180,0.05,0.0,0.11666666666666667,-0.04583333333333334,-0.1574074074074074,0.040417867435158496,
holdout_genre_commercial,main,full,genre=science,167,0.11377245508982035,0.04460966542750929,0.32857142857142857,0.062389055880334186,-0.021349599695005717,0.27863051470588235,
holdout_genre_commercial,main,full,genre=translation,73,0.0547945205479452,0.0136986301369863,0.1095890410958904,-0.025897122103351627,-0.12588807179359343,0.04465116279069768,
holdout_genre_commercial,main,full,hh_all,420,0.0761904761904762,0.03902439024390244,0.1377672209026128,,,,
holdout_genre_commercial,main,full,len_long,139,0.07913669064748201,0.029535864978902954,0.27450980392156865,0.00440359456207276,-0.059702913730717955,0.18711180124223603,
holdout_genre_commercial,main,full,len_mid,104,0.10576923076923077,0.04666666666666667,0.2125,0.03931353456669913,-0.022601305579504863,0.13132083696599828,
holdout_genre_commercial,main,full,len_short,177,0.05649717514124294,0.006734006734006734,0.11,-0.03403780428262538,-0.15602836879432624,0.0389983579638752,
holdout_genre_commercial,main,full,source=buriy_2014,60,0.03333333333333333,0.03333333333333333,0.03333333333333333,-0.049999999999999996,-0.1241469816272966,-0.008217913204062788,
holdout_genre_commercial,main,full,source=cyberleninka,60,0.2833333333333333,0.15789473684210525,0.3888888888888889,0.24166666666666667,0.11349469496021221,0.3555158233506168,
