split,part,document_id
holdout_genre_translation,test,human_news_lenta_0048
holdout_genre_translation,test,human_news_lenta_0050
holdout_genre_translation,test,human_news_lenta_0052
holdout_genre_translation,test,human_news_lenta_0054
holdout_genre_translation,test,human_news_lenta_0056
holdout_genre_translation,test,human_news_lenta_0057
holdout_genre_translation,test,human_news_lenta_0058
holdout_genre_translation,test,human_news_lenta_0059
holdout_genre_translation,test,human_news_lenta_0060
holdout_model_Anthropic,train,human_seo_drmax_0008
holdout_model_Anthropic,train,human_seo_texterra_ru_0013
holdout_model_Anthropic,train,human_seo_texterra_ru_0014
holdout_model_Anthropic,train,human_seo_texterra_ru_0015
holdout_model_Anthropic,train,human_seo_texterra_ru_0016
holdout_model_Anthropic,train,human_seo_texterra_ru_0017
holdout_model_Anthropic,test,human_news_lenta_0003
holdout_model_Anthropic,test,human_news_lenta_0005
holdout_model_Anthropic,test,human_news_lenta_0006
holdout_model_Anthropic,test,human_news_lenta_0008
holdout_model_Anthropic,test,human_news_lenta_0011
holdout_model_Anthropic,test,human_news_lenta_0019
holdout_model_Anthropic,test,human_news_lenta_0020
holdout_model_Anthropic,test,human_news_lenta_0025
holdout_model_Anthropic,test,human_news_lenta_0026
holdout_model_Anthropic,test,human_news_lenta_0028
holdout_model_Anthropic,test,human_news_lenta_0030
holdout_model_Anthropic,test,human_news_lenta_0031
holdout_model_Anthropic,test,human_news_lenta_0032
holdout_model_Anthropic,test,human_news_lenta_0033
holdout_model_Anthropic,test,human_news_lenta_0035
holdout_model_Anthropic,test,human_news_lenta_0037
holdout_model_Anthropic,test,human_news_lenta_0038
holdout_model_Anthropic,test,human_news_lenta_0043
holdout_model_Anthropic,test,human_news_lenta_0047
holdout_model_Anthropic,test,human_news_lenta_0048
holdout_model_Anthropic,test,human_news_lenta_0050
holdout_model_Anthropic,test,human_news_lenta_0052
holdout_model_Anthropic,test,human_news_lenta_0054
holdout_model_Anthropic,test,human_news_lenta_0056
holdout_model_Anthropic,test,human_news_lenta_0057
holdout_model_Anthropic,test,human_news_lenta_0058
holdout_model_Anthropic,test,human_news_lenta_0059
holdout_model_Anthropic,test,human_news_lenta_0060
holdout_model_DeepSeek,train,human_seo_drmax_0008
holdout_model_DeepSeek,train,human_seo_texterra_ru_0013
holdout_model_DeepSeek,train,human_seo_texterra_ru_0014
holdout_model_DeepSeek,train,human_seo_texterra_ru_0015
holdout_model_DeepSeek,train,human_seo_texterra_ru_0016
holdout_model_DeepSeek,train,human_seo_texterra_ru_0017
holdout_model_DeepSeek,test,human_news_lenta_0003
holdout_model_DeepSeek,test,human_news_lenta_0005
holdout_model_DeepSeek,test,human_news_lenta_0006
holdout_model_DeepSeek,test,human_news_lenta_0008
holdout_model_DeepSeek,test,human_news_lenta_0011
holdout_model_DeepSeek,test,human_news_lenta_0019
holdout_model_DeepSeek,test,human_news_lenta_0020
holdout_model_DeepSeek,test,human_news_lenta_0025
holdout_model_DeepSeek,test,human_news_lenta_0026
holdout_model_DeepSeek,test,human_news_lenta_0028
holdout_model_DeepSeek,test,human_news_lenta_0030
holdout_model_DeepSeek,test,human_news_lenta_0031
holdout_model_DeepSeek,test,human_news_lenta_0032
holdout_model_DeepSeek,test,human_news_lenta_0033
holdout_model_DeepSeek,test,human_news_lenta_0035
holdout_model_DeepSeek,test,human_news_lenta_0037
holdout_model_DeepSeek,test,human_news_lenta_0038
holdout_model_DeepSeek,test,human_news_lenta_0043
holdout_model_DeepSeek,test,human_news_lenta_0047
holdout_model_DeepSeek,test,human_news_lenta_0048
holdout_model_DeepSeek,test,human_news_lenta_0050
holdout_model_DeepSeek,test,human_news_lenta_0052
holdout_model_DeepSeek,test,human_news_lenta_0054
holdout_model_DeepSeek,test,human_news_lenta_0056
holdout_model_DeepSeek,test,human_news_lenta_0057
holdout_model_DeepSeek,test,human_news_lenta_0058
holdout_model_DeepSeek,test,human_news_lenta_0059
holdout_model_DeepSeek,test,human_news_lenta_0060
holdout_model_NVIDIA,train,human_seo_drmax_0008
holdout_model_NVIDIA,train,human_seo_texterra_ru_0013
holdout_model_NVIDIA,train,human_seo_texterra_ru_0014
holdout_model_NVIDIA,train,human_seo_texterra_ru_0015
holdout_model_NVIDIA,train,human_seo_texterra_ru_0016
holdout_model_NVIDIA,train,human_seo_texterra_ru_0017
holdout_model_NVIDIA,test,human_news_lenta_0003
holdout_model_NVIDIA,test,human_news_lenta_0005
holdout_model_NVIDIA,test,human_news_lenta_0006
holdout_model_NVIDIA,test,human_news_lenta_0008
holdout_model_NVIDIA,test,human_news_lenta_0011
holdout_model_NVIDIA,test,human_news_lenta_0019
holdout_model_NVIDIA,test,human_news_lenta_0020
holdout_model_NVIDIA,test,human_news_lenta_0025
holdout_model_NVIDIA,test,human_news_lenta_0026
holdout_model_NVIDIA,test,human_news_lenta_0028
holdout_model_NVIDIA,test,human_news_lenta_0030
holdout_model_NVIDIA,test,human_news_lenta_0031
holdout_model_NVIDIA,test,human_news_lenta_0032
holdout_model_NVIDIA,test,human_news_lenta_0033
holdout_model_NVIDIA,test,human_news_lenta_0035
holdout_model_NVIDIA,test,human_news_lenta_0037
holdout_model_NVIDIA,test,human_news_lenta_0038
holdout_model_NVIDIA,test,human_news_lenta_0043
holdout_model_NVIDIA,test,human_news_lenta_0047
holdout_model_NVIDIA,test,human_news_lenta_0048
holdout_model_NVIDIA,test,human_news_lenta_0050
holdout_model_NVIDIA,test,human_news_lenta_0052
holdout_model_NVIDIA,test,human_news_lenta_0054
holdout_model_NVIDIA,test,human_news_lenta_0056
holdout_model_NVIDIA,test,human_news_lenta_0057
holdout_model_NVIDIA,test,human_news_lenta_0058
holdout_model_NVIDIA,test,human_news_lenta_0059
holdout_model_NVIDIA,test,human_news_lenta_0060
holdout_model_OpenAI,train,human_seo_drmax_0008
holdout_model_OpenAI,train,human_seo_texterra_ru_0013
holdout_model_OpenAI,train,human_seo_texterra_ru_0014
holdout_model_OpenAI,train,human_seo_texterra_ru_0015
holdout_model_OpenAI,train,human_seo_texterra_ru_0016
holdout_model_OpenAI,train,human_seo_texterra_ru_0017
holdout_model_OpenAI,test,human_news_lenta_0003
holdout_model_OpenAI,test,human_news_lenta_0005
holdout_model_OpenAI,test,human_news_lenta_0006
holdout_model_OpenAI,test,human_news_lenta_0008
holdout_model_OpenAI,test,human_news_lenta_0011
holdout_model_OpenAI,test,human_news_lenta_0019
holdout_model_OpenAI,test,human_news_lenta_0020
holdout_model_OpenAI,test,human_news_lenta_0025
holdout_model_OpenAI,test,human_news_lenta_0026
holdout_model_OpenAI,test,human_news_lenta_0028
holdout_model_OpenAI,test,human_news_lenta_0030
holdout_model_OpenAI,test,human_news_lenta_0031
holdout_model_OpenAI,test,human_news_lenta_0032
holdout_model_OpenAI,test,human_news_lenta_0033
holdout_model_OpenAI,test,human_news_lenta_0035
holdout_model_OpenAI,test,human_news_lenta_0037
holdout_model_OpenAI,test,human_news_lenta_0038
holdout_model_OpenAI,test,human_news_lenta_0043
holdout_model_OpenAI,test,human_news_lenta_0047
holdout_model_OpenAI,test,human_news_lenta_0048
holdout_model_OpenAI,test,human_news_lenta_0050
holdout_model_OpenAI,test,human_news_lenta_0052
holdout_model_OpenAI,test,human_news_lenta_0054
holdout_model_OpenAI,test,human_news_lenta_0056
holdout_model_OpenAI,test,human_news_lenta_0057
holdout_model_OpenAI,test,human_news_lenta_0058
holdout_model_OpenAI,test,human_news_lenta_0059
holdout_model_OpenAI,test,human_news_lenta_0060
holdout_prompt_P1,train,human_seo_drmax_0008
holdout_prompt_P1,train,human_seo_texterra_ru_0013
holdout_prompt_P1,train,human_seo_texterra_ru_0014
holdout_prompt_P1,train,human_seo_texterra_ru_0015
holdout_prompt_P1,train,human_seo_texterra_ru_0016
holdout_prompt_P1,train,human_seo_texterra_ru_0017
holdout_prompt_P1,test,human_news_lenta_0003
holdout_prompt_P1,test,human_news_lenta_0005
holdout_prompt_P1,test,human_news_lenta_0006
holdout_prompt_P1,test,human_news_lenta_0008
holdout_prompt_P1,test,human_news_lenta_0011
holdout_prompt_P1,test,human_news_lenta_0019
holdout_prompt_P1,test,human_news_lenta_0020
holdout_prompt_P1,test,human_news_lenta_0025
holdout_prompt_P1,test,human_news_lenta_0026
holdout_prompt_P1,test,human_news_lenta_0028
holdout_prompt_P1,test,human_news_lenta_0030
holdout_prompt_P1,test,human_news_lenta_0031
holdout_prompt_P1,test,human_news_lenta_0032
holdout_prompt_P1,test,human_news_lenta_0033
holdout_prompt_P1,test,human_news_lenta_0035
holdout_prompt_P1,test,human_news_lenta_0037
holdout_prompt_P1,test,human_news_lenta_0038
holdout_prompt_P1,test,human_news_lenta_0043
holdout_prompt_P1,test,human_news_lenta_0047
holdout_prompt_P1,test,human_news_lenta_0048
holdout_prompt_P1,test,human_news_lenta_0050
holdout_prompt_P1,test,human_news_lenta_0052
holdout_prompt_P1,test,human_news_lenta_0054
holdout_prompt_P1,test,human_news_lenta_0056
holdout_prompt_P1,test,human_news_lenta_0057
holdout_prompt_P1,test,human_news_lenta_0058
holdout_prompt_P1,test,human_news_lenta_0059
holdout_prompt_P1,test,human_news_lenta_0060
holdout_prompt_P2,train,human_seo_drmax_0008
holdout_prompt_P2,train,human_seo_texterra_ru_0013
holdout_prompt_P2,train,human_seo_texterra_ru_0014
holdout_prompt_P2,train,human_seo_texterra_ru_0015
holdout_prompt_P2,train,human_seo_texterra_ru_0016
holdout_prompt_P2,train,human_seo_texterra_ru_0017
holdout_prompt_P2,test,human_news_lenta_0003
holdout_prompt_P2,test,human_news_lenta_0005
holdout_prompt_P2,test,human_news_lenta_0006
holdout_prompt_P2,test,human_news_lenta_0008
holdout_prompt_P2,test,human_news_lenta_0011
holdout_prompt_P2,test,human_news_lenta_0019
holdout_prompt_P2,test,human_news_lenta_0020
holdout_prompt_P2,test,human_news_lenta_0025
holdout_prompt_P2,test,human_news_lenta_0026
holdout_prompt_P2,test,human_news_lenta_0028
holdout_prompt_P2,test,human_news_lenta_0030
holdout_prompt_P2,test,human_news_lenta_0031
holdout_prompt_P2,test,human_news_lenta_0032
holdout_prompt_P2,test,human_news_lenta_0033
holdout_prompt_P2,test,human_news_lenta_0035
holdout_prompt_P2,test,human_news_lenta_0037
holdout_prompt_P2,test,human_news_lenta_0038
holdout_prompt_P2,test,human_news_lenta_0043
holdout_prompt_P2,test,human_news_lenta_0047
holdout_prompt_P2,test,human_news_lenta_0048
holdout_prompt_P2,test,human_news_lenta_0050
holdout_prompt_P2,test,human_news_lenta_0052
holdout_prompt_P2,test,human_news_lenta_0054
holdout_prompt_P2,test,human_news_lenta_0056
holdout_prompt_P2,test,human_news_lenta_0057
holdout_prompt_P2,test,human_news_lenta_0058
holdout_prompt_P2,test,human_news_lenta_0059
holdout_prompt_P2,test,human_news_lenta_0060
holdout_prompt_P3,train,human_seo_drmax_0008
holdout_prompt_P3,train,human_seo_texterra_ru_0013
holdout_prompt_P3,train,human_seo_texterra_ru_0014
holdout_prompt_P3,train,human_seo_texterra_ru_0015
holdout_prompt_P3,train,human_seo_texterra_ru_0016
holdout_prompt_P3,train,human_seo_texterra_ru_0017
holdout_prompt_P3,test,human_news_lenta_0003
holdout_prompt_P3,test,human_news_lenta_0005
holdout_prompt_P3,test,human_news_lenta_0006
holdout_prompt_P3,test,human_news_lenta_0008
holdout_prompt_P3,test,human_news_lenta_0011
holdout_prompt_P3,test,human_news_lenta_0019
holdout_prompt_P3,test,human_news_lenta_0020
holdout_prompt_P3,test,human_news_lenta_0025
holdout_prompt_P3,test,human_news_lenta_0026
holdout_prompt_P3,test,human_news_lenta_0028
holdout_prompt_P3,test,human_news_lenta_0030
holdout_prompt_P3,test,human_news_lenta_0031
holdout_prompt_P3,test,human_news_lenta_0032
holdout_prompt_P3,test,human_news_lenta_0033
holdout_prompt_P3,test,human_news_lenta_0035
holdout_prompt_P3,test,human_news_lenta_0037
holdout_prompt_P3,test,human_news_lenta_0038
holdout_prompt_P3,test,human_news_lenta_0043
holdout_prompt_P3,test,human_news_lenta_0047
holdout_prompt_P3,test,human_news_lenta_0048
holdout_prompt_P3,test,human_news_lenta_0050
holdout_prompt_P3,test,human_news_lenta_0052
holdout_prompt_P3,test,human_news_lenta_0054
holdout_prompt_P3,test,human_news_lenta_0056
holdout_prompt_P3,test,human_news_lenta_0057
holdout_prompt_P3,test,human_news_lenta_0058
holdout_prompt_P3,test,human_news_lenta_0059
holdout_prompt_P3,test,human_news_lenta_0060
holdout_source,train,human_seo_texterra_ru_0013
holdout_source,train,human_seo_texterra_ru_0014
holdout_source,train,human_seo_texterra_ru_0015
holdout_source,train,human_seo_texterra_ru_0016
holdout_source,train,human_seo_texterra_ru_0017
holdout_source,test,human_news_lenta_0003
holdout_source,test,human_news_lenta_0005
holdout_source,test,human_news_lenta_0006
holdout_source,test,human_news_lenta_0008
holdout_source,test,human_news_lenta_0011
holdout_source,test,human_news_lenta_0019
holdout_source,test,human_news_lenta_0020
holdout_source,test,human_news_lenta_0025
holdout_source,test,human_news_lenta_0026
holdout_source,test,human_news_lenta_0028
holdout_source,test,human_news_lenta_0030
holdout_source,test,human_news_lenta_0031
holdout_source,test,human_news_lenta_0032
holdout_source,test,human_news_lenta_0033
holdout_source,test,human_news_lenta_0035
holdout_source,test,human_news_lenta_0037
holdout_source,test,human_news_lenta_0038
holdout_source,test,human_news_lenta_0043
holdout_source,test,human_news_lenta_0047
holdout_source,test,human_news_lenta_0048
holdout_source,test,human_news_lenta_0050
holdout_source,test,human_news_lenta_0052
holdout_source,test,human_news_lenta_0054
holdout_source,test,human_news_lenta_0056
holdout_source,test,human_news_lenta_0057
holdout_source,test,human_news_lenta_0058
holdout_source,test,human_news_lenta_0059
holdout_source,test,human_news_lenta_0060
holdout_source,test,human_seo_drmax_0008
holdout_time,train,human_seo_texterra_ru_0014
holdout_time,test,human_news_lenta_0003
holdout_time,test,human_news_lenta_0005
holdout_time,test,human_news_lenta_0006
holdout_time,test,human_news_lenta_0008
holdout_time,test,human_news_lenta_0011
holdout_time,test,human_news_lenta_0019
holdout_time,test,human_news_lenta_0020
holdout_time,test,human_news_lenta_0025
holdout_time,test,human_news_lenta_0026
holdout_time,test,human_news_lenta_0028
holdout_time,test,human_news_lenta_0030
holdout_time,test,human_news_lenta_0031
holdout_time,test,human_news_lenta_0032
holdout_time,test,human_news_lenta_0033
holdout_time,test,human_news_lenta_0035
holdout_time,test,human_news_lenta_0037
holdout_time,test,human_news_lenta_0038
holdout_time,test,human_news_lenta_0043
holdout_time,test,human_news_lenta_0047
holdout_time,test,human_news_lenta_0048
holdout_time,test,human_news_lenta_0050
holdout_time,test,human_news_lenta_0052
holdout_time,test,human_news_lenta_0054
holdout_time,test,human_news_lenta_0056
holdout_time,test,human_news_lenta_0057
holdout_time,test,human_news_lenta_0058
holdout_time,test,human_news_lenta_0059
holdout_time,test,human_news_lenta_0060
holdout_time,test,human_seo_drmax_0008
holdout_time,test,human_seo_texterra_ru_0013
holdout_time,test,human_seo_texterra_ru_0015
holdout_time,test,human_seo_texterra_ru_0016
holdout_time,test,human_seo_texterra_ru_0017
holdout_topic,train,human_seo_drmax_0008
holdout_topic,train,human_seo_texterra_ru_0013
holdout_topic,train,human_seo_texterra_ru_0014
holdout_topic,train,human_seo_texterra_ru_0015
holdout_topic,train,human_seo_texterra_ru_0016
holdout_topic,train,human_seo_texterra_ru_0017
holdout_topic,test,human_news_lenta_0003
holdout_topic,test,human_news_lenta_0005
holdout_topic,test,human_news_lenta_0006
holdout_topic,test,human_news_lenta_0008
holdout_topic,test,human_news_lenta_0011
holdout_topic,test,human_news_lenta_0019
holdout_topic,test,human_news_lenta_0020
