n,n_machine,n_human,tpr_at_1pct_fpr,tpr_at_5pct_fpr,mcc,balanced_accuracy,auroc,split,model,estimand,slice,fpr,fpr_ci_low,fpr_ci_high,fpr_hard_human,fpr_HH-translation,fpr_HH-polished,fpr_HH-formal-register
90,90,0,,,,,,holdout_author,main,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,main,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
76,0,76,,,,,,holdout_author,main,full,H/уровень 0,0.0,0.0,0.0,,,,
152,0,152,,,,,,holdout_author,main,full,H/уровень 1,0.006578947368421052,0.0,0.016666666666666666,0.006578947368421052,,0.006578947368421052,
27,0,27,,,,,,holdout_author,main,full,H/уровень 2,0.037037037037037035,0.0,0.17647058823529413,,,,
167,0,167,,,,,,holdout_author,main,full,H/уровень 3,0.05389221556886228,0.004901960784313725,0.19718309859154928,0.05389221556886228,,,0.05389221556886228
764,,,,,,,,holdout_author,main,full,macro по стратам,0.027720818077055853,,,,,,
764,,,,,,,,holdout_author,main,full,худшая страта,0.05389221556886228,,,,,,
90,90,0,,,,,,holdout_author,main,net,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,main,net,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,main,net,H/без уровня,0.0684931506849315,0.0136986301369863,0.136986301369863,0.0684931506849315,0.0684931506849315,,
76,0,76,,,,,,holdout_author,main,net,H/уровень 0,0.013157894736842105,0.0,0.08333333333333333,,,,
152,0,152,,,,,,holdout_author,main,net,H/уровень 1,0.02631578947368421,0.0,0.05,0.02631578947368421,,0.02631578947368421,
27,0,27,,,,,,holdout_author,main,net,H/уровень 2,0.1111111111111111,0.0,0.4117647058823529,,,,
167,0,167,,,,,,holdout_author,main,net,H/уровень 3,0.0718562874251497,0.02054794520547945,0.22784810126582278,0.0718562874251497,,,0.0718562874251497
764,,,,,,,,holdout_author,main,net,macro по стратам,0.05818684668634373,,,,,,
764,,,,,,,,holdout_author,main,net,худшая страта,0.1111111111111111,,,,,,
90,90,0,,,,,,holdout_author,length-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,length-only,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,length-only,full,H/без уровня,0.9452054794520548,0.8904109589041096,0.9863013698630136,0.9452054794520548,0.9452054794520548,,
76,0,76,,,,,,holdout_author,length-only,full,H/уровень 0,0.5526315789473685,0.4666666666666667,0.9166666666666666,,,,
152,0,152,,,,,,holdout_author,length-only,full,H/уровень 1,0.9605263157894737,0.9166666666666666,1.0,0.9605263157894737,,0.9605263157894737,
27,0,27,,,,,,holdout_author,length-only,full,H/уровень 2,0.5555555555555556,0.5,0.6363636363636364,,,,
167,0,167,,,,,,holdout_author,length-only,full,H/уровень 3,0.33532934131736525,0.27586206896551724,0.5166666666666667,0.33532934131736525,,,0.33532934131736525
764,,,,,,,,holdout_author,length-only,full,macro по стратам,0.6698496542123635,,,,,,
764,,,,,,,,holdout_author,length-only,full,худшая страта,0.9605263157894737,,,,,,
90,90,0,,,,,,holdout_author,genre-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,genre-only,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
76,0,76,,,,,,holdout_author,genre-only,full,H/уровень 0,0.0,0.0,0.0,,,,
152,0,152,,,,,,holdout_author,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
27,0,27,,,,,,holdout_author,genre-only,full,H/уровень 2,0.0,0.0,0.0,,,,
167,0,167,,,,,,holdout_author,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
764,,,,,,,,holdout_author,genre-only,full,macro по стратам,0.6,,,,,,
764,,,,,,,,holdout_author,genre-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_author,source-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,source-only,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
76,0,76,,,,,,holdout_author,source-only,full,H/уровень 0,0.7894736842105263,0.0,1.0,,,,
152,0,152,,,,,,holdout_author,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
27,0,27,,,,,,holdout_author,source-only,full,H/уровень 2,0.5925925925925926,0.0,1.0,,,,
167,0,167,,,,,,holdout_author,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
764,,,,,,,,holdout_author,source-only,full,macro по стратам,0.8764132553606239,,,,,,
764,,,,,,,,holdout_author,source-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_author,format-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,format-only,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
76,0,76,,,,,,holdout_author,format-only,full,H/уровень 0,0.0,0.0,0.0,,,,
152,0,152,,,,,,holdout_author,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
27,0,27,,,,,,holdout_author,format-only,full,H/уровень 2,0.0,0.0,0.0,,,,
167,0,167,,,,,,holdout_author,format-only,full,H/уровень 3,0.03592814371257485,0.012448132780082987,0.10714285714285714,0.03592814371257485,,,0.03592814371257485
764,,,,,,,,holdout_author,format-only,full,macro по стратам,0.00992535476991223,,,,,,
764,,,,,,,,holdout_author,format-only,full,худшая страта,0.03592814371257485,,,,,,
90,90,0,,,,,,holdout_author,main+M02,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_author,main+M02,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_author,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_author,main+M02,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
76,0,76,,,,,,holdout_author,main+M02,full,H/уровень 0,0.0,0.0,0.0,,,,
152,0,152,,,,,,holdout_author,main+M02,full,H/уровень 1,0.006578947368421052,0.0,0.016666666666666666,0.006578947368421052,,0.006578947368421052,
27,0,27,,,,,,holdout_author,main+M02,full,H/уровень 2,0.0,0.0,0.0,,,,
167,0,167,,,,,,holdout_author,main+M02,full,H/уровень 3,0.041916167664670656,0.0,0.15625,0.041916167664670656,,,0.041916167664670656
764,,,,,,,,holdout_author,main+M02,full,macro по стратам,0.01791820108881012,,,,,,
764,,,,,,,,holdout_author,main+M02,full,худшая страта,0.041916167664670656,,,,,,
120,120,0,,,,,,holdout_genre_analytics,main,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,main,full,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,main,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_genre_analytics,main,full,H/уровень 1,0.006578947368421052,0.0,0.016666666666666666,0.006578947368421052,,0.006578947368421052,
167,0,167,,,,,,holdout_genre_analytics,main,full,H/уровень 3,0.04790419161676647,0.004901960784313725,0.17105263157894737,0.04790419161676647,,,0.04790419161676647
751,,,,,,,,holdout_genre_analytics,main,full,macro по стратам,0.022727256374057942,,,,,,
751,,,,,,,,holdout_genre_analytics,main,full,худшая страта,0.04790419161676647,,,,,,
120,120,0,,,,,,holdout_genre_analytics,main,net,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,main,net,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,main,net,H/без уровня,0.0958904109589041,0.0410958904109589,0.1643835616438356,0.0958904109589041,0.0958904109589041,,
152,0,152,,,,,,holdout_genre_analytics,main,net,H/уровень 1,0.05263157894736842,0.03125,0.08333333333333333,0.05263157894736842,,0.05263157894736842,
167,0,167,,,,,,holdout_genre_analytics,main,net,H/уровень 3,0.09580838323353294,0.0392156862745098,0.2571428571428571,0.09580838323353294,,,0.09580838323353294
751,,,,,,,,holdout_genre_analytics,main,net,macro по стратам,0.08144345771326848,,,,,,
751,,,,,,,,holdout_genre_analytics,main,net,худшая страта,0.0958904109589041,,,,,,
120,120,0,,,,,,holdout_genre_analytics,length-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,length-only,full,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,length-only,full,H/без уровня,0.8767123287671232,0.7945205479452054,0.9452054794520548,0.8767123287671232,0.8767123287671232,,
152,0,152,,,,,,holdout_genre_analytics,length-only,full,H/уровень 1,0.9407894736842105,0.8666666666666667,1.0,0.9407894736842105,,0.9407894736842105,
167,0,167,,,,,,holdout_genre_analytics,length-only,full,H/уровень 3,0.17964071856287425,0.09652509652509653,0.41818181818181815,0.17964071856287425,,,0.17964071856287425
751,,,,,,,,holdout_genre_analytics,length-only,full,macro по стратам,0.6657141736714026,,,,,,
751,,,,,,,,holdout_genre_analytics,length-only,full,худшая страта,0.9407894736842105,,,,,,
120,120,0,,,,,,holdout_genre_analytics,genre-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,genre-only,full,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_analytics,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_analytics,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
751,,,,,,,,holdout_genre_analytics,genre-only,full,macro по стратам,1.0,,,,,,
751,,,,,,,,holdout_genre_analytics,genre-only,full,худшая страта,1.0,,,,,,
120,120,0,,,,,,holdout_genre_analytics,source-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,source-only,full,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_analytics,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_analytics,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
751,,,,,,,,holdout_genre_analytics,source-only,full,macro по стратам,1.0,,,,,,
751,,,,,,,,holdout_genre_analytics,source-only,full,худшая страта,1.0,,,,,,
120,120,0,,,,,,holdout_genre_analytics,format-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,format-only,full,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_genre_analytics,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_genre_analytics,format-only,full,H/уровень 3,0.041916167664670656,0.015873015873015872,0.10909090909090909,0.041916167664670656,,,0.041916167664670656
751,,,,,,,,holdout_genre_analytics,format-only,full,macro по стратам,0.01853826593388565,,,,,,
751,,,,,,,,holdout_genre_analytics,format-only,full,худшая страта,0.041916167664670656,,,,,,
120,120,0,,,,,,holdout_genre_analytics,main+M02,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_analytics,main+M02,full,A/P2,,,,,,,
119,119,0,,,,,,holdout_genre_analytics,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_analytics,main+M02,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
152,0,152,,,,,,holdout_genre_analytics,main+M02,full,H/уровень 1,0.006578947368421052,0.0,0.016666666666666666,0.006578947368421052,,0.006578947368421052,
167,0,167,,,,,,holdout_genre_analytics,main+M02,full,H/уровень 3,0.04790419161676647,0.004901960784313725,0.17105263157894737,0.04790419161676647,,,0.04790419161676647
751,,,,,,,,holdout_genre_analytics,main+M02,full,macro по стратам,0.027293466419720042,,,,,,
751,,,,,,,,holdout_genre_analytics,main+M02,full,худшая страта,0.04790419161676647,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
152,0,152,,,,,,holdout_genre_commercial,main,full,H/уровень 1,0.019736842105263157,0.0,0.03333333333333333,0.019736842105263157,,0.019736842105263157,
167,0,167,,,,,,holdout_genre_commercial,main,full,H/уровень 3,0.10179640718562874,0.03592814371257485,0.3088235294117647,0.10179640718562874,,,0.10179640718562874
752,,,,,,,,holdout_genre_commercial,main,full,macro по стратам,0.05420971323395027,,,,,,
752,,,,,,,,holdout_genre_commercial,main,full,худшая страта,0.10179640718562874,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main,net,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main,net,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,main,net,H/без уровня,0.0958904109589041,0.0410958904109589,0.1643835616438356,0.0958904109589041,0.0958904109589041,,
152,0,152,,,,,,holdout_genre_commercial,main,net,H/уровень 1,0.05921052631578947,0.03333333333333333,0.08333333333333333,0.05921052631578947,,0.05921052631578947,
167,0,167,,,,,,holdout_genre_commercial,main,net,H/уровень 3,0.10778443113772455,0.04375,0.2962962962962963,0.10778443113772455,,,0.10778443113772455
752,,,,,,,,holdout_genre_commercial,main,net,macro по стратам,0.08762845613747271,,,,,,
752,,,,,,,,holdout_genre_commercial,main,net,худшая страта,0.10778443113772455,,,,,,
120,120,0,,,,,,holdout_genre_commercial,length-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,length-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,length-only,full,H/без уровня,0.8767123287671232,0.7945205479452054,0.9452054794520548,0.8767123287671232,0.8767123287671232,,
152,0,152,,,,,,holdout_genre_commercial,length-only,full,H/уровень 1,0.9407894736842105,0.8666666666666667,1.0,0.9407894736842105,,0.9407894736842105,
167,0,167,,,,,,holdout_genre_commercial,length-only,full,H/уровень 3,0.2155688622754491,0.11138014527845036,0.4339622641509434,0.2155688622754491,,,0.2155688622754491
752,,,,,,,,holdout_genre_commercial,length-only,full,macro по стратам,0.6776902215755943,,,,,,
752,,,,,,,,holdout_genre_commercial,length-only,full,худшая страта,0.9407894736842105,,,,,,
120,120,0,,,,,,holdout_genre_commercial,genre-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,genre-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_commercial,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_commercial,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
752,,,,,,,,holdout_genre_commercial,genre-only,full,macro по стратам,1.0,,,,,,
752,,,,,,,,holdout_genre_commercial,genre-only,full,худшая страта,1.0,,,,,,
120,120,0,,,,,,holdout_genre_commercial,source-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,source-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_commercial,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_commercial,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
752,,,,,,,,holdout_genre_commercial,source-only,full,macro по стратам,1.0,,,,,,
752,,,,,,,,holdout_genre_commercial,source-only,full,худшая страта,1.0,,,,,,
120,120,0,,,,,,holdout_genre_commercial,format-only,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,format-only,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_genre_commercial,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_genre_commercial,format-only,full,H/уровень 3,0.011976047904191617,0.0,0.05555555555555555,0.011976047904191617,,,0.011976047904191617
752,,,,,,,,holdout_genre_commercial,format-only,full,macro по стратам,0.008558226013725972,,,,,,
752,,,,,,,,holdout_genre_commercial,format-only,full,худшая страта,0.0136986301369863,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main+M02,full,A/P1,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main+M02,full,A/P2,,,,,,,
120,120,0,,,,,,holdout_genre_commercial,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_genre_commercial,main+M02,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
152,0,152,,,,,,holdout_genre_commercial,main+M02,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_commercial,main+M02,full,H/уровень 3,0.07784431137724551,0.019801980198019802,0.24444444444444444,0.07784431137724551,,,0.07784431137724551
752,,,,,,,,holdout_genre_commercial,main+M02,full,macro по стратам,0.04403269884168217,,,,,,
752,,,,,,,,holdout_genre_commercial,main+M02,full,худшая страта,0.07784431137724551,,,,,,
73,0,73,,,,,,holdout_genre_news,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
152,0,152,,,,,,holdout_genre_news,main,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_news,main,full,H/уровень 3,0.0658682634730539,0.014925373134328358,0.2112676056338028,0.0658682634730539,,,0.0658682634730539
392,,,,,,,,holdout_genre_news,main,full,macro по стратам,0.040040682873618304,,,,,,
392,,,,,,,,holdout_genre_news,main,full,худшая страта,0.0658682634730539,,,,,,
73,0,73,,,,,,holdout_genre_news,main,net,H/без уровня,0.0547945205479452,0.0136986301369863,0.1095890410958904,0.0547945205479452,0.0547945205479452,,
152,0,152,,,,,,holdout_genre_news,main,net,H/уровень 1,0.046052631578947366,0.03125,0.05,0.046052631578947366,,0.046052631578947366,
167,0,167,,,,,,holdout_genre_news,main,net,H/уровень 3,0.11976047904191617,0.05539358600583091,0.3064516129032258,0.11976047904191617,,,0.11976047904191617
392,,,,,,,,holdout_genre_news,main,net,macro по стратам,0.07353587705626959,,,,,,
392,,,,,,,,holdout_genre_news,main,net,худшая страта,0.11976047904191617,,,,,,
73,0,73,,,,,,holdout_genre_news,length-only,full,H/без уровня,0.8904109589041096,0.8082191780821918,0.958904109589041,0.8904109589041096,0.8904109589041096,,
152,0,152,,,,,,holdout_genre_news,length-only,full,H/уровень 1,0.9407894736842105,0.8666666666666667,1.0,0.9407894736842105,,0.9407894736842105,
167,0,167,,,,,,holdout_genre_news,length-only,full,H/уровень 3,0.2275449101796407,0.12992125984251968,0.45121951219512196,0.2275449101796407,,,0.2275449101796407
392,,,,,,,,holdout_genre_news,length-only,full,macro по стратам,0.6862484475893202,,,,,,
392,,,,,,,,holdout_genre_news,length-only,full,худшая страта,0.9407894736842105,,,,,,
73,0,73,,,,,,holdout_genre_news,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_news,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_news,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
392,,,,,,,,holdout_genre_news,genre-only,full,macro по стратам,1.0,,,,,,
392,,,,,,,,holdout_genre_news,genre-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_news,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
152,0,152,,,,,,holdout_genre_news,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_news,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
392,,,,,,,,holdout_genre_news,source-only,full,macro по стратам,1.0,,,,,,
392,,,,,,,,holdout_genre_news,source-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_news,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
152,0,152,,,,,,holdout_genre_news,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_genre_news,format-only,full,H/уровень 3,0.017964071856287425,0.0,0.08571428571428572,0.017964071856287425,,,0.017964071856287425
392,,,,,,,,holdout_genre_news,format-only,full,macro по стратам,0.010554233997757909,,,,,,
392,,,,,,,,holdout_genre_news,format-only,full,худшая страта,0.017964071856287425,,,,,,
73,0,73,,,,,,holdout_genre_news,main+M02,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
152,0,152,,,,,,holdout_genre_news,main+M02,full,H/уровень 1,0.013157894736842105,0.0,0.03333333333333333,0.013157894736842105,,0.013157894736842105,
167,0,167,,,,,,holdout_genre_news,main+M02,full,H/уровень 3,0.05389221556886228,0.010309278350515464,0.17105263157894737,0.05389221556886228,,,0.05389221556886228
392,,,,,,,,holdout_genre_news,main+M02,full,macro по стратам,0.03148245685989232,,,,,,
392,,,,,,,,holdout_genre_news,main+M02,full,худшая страта,0.05389221556886228,,,,,,
73,0,73,,,,,,holdout_genre_prose,main,full,H/без уровня,0.0821917808219178,0.0273972602739726,0.1506849315068493,0.0821917808219178,0.0821917808219178,,
180,0,180,,,,,,holdout_genre_prose,main,full,H/уровень 0,0.10555555555555556,0.03333333333333333,0.16666666666666666,,,,
152,0,152,,,,,,holdout_genre_prose,main,full,H/уровень 1,0.06578947368421052,0.03333333333333333,0.1,0.06578947368421052,,0.06578947368421052,
167,0,167,,,,,,holdout_genre_prose,main,full,H/уровень 3,0.08982035928143713,0.027649769585253458,0.2702702702702703,0.08982035928143713,,,0.08982035928143713
572,,,,,,,,holdout_genre_prose,main,full,macro по стратам,0.08583929233578025,,,,,,
572,,,,,,,,holdout_genre_prose,main,full,худшая страта,0.10555555555555556,,,,,,
73,0,73,,,,,,holdout_genre_prose,main,net,H/без уровня,0.1917808219178082,0.1095890410958904,0.2876712328767123,0.1917808219178082,0.1917808219178082,,
180,0,180,,,,,,holdout_genre_prose,main,net,H/уровень 0,0.2722222222222222,0.16666666666666666,0.36666666666666664,,,,
152,0,152,,,,,,holdout_genre_prose,main,net,H/уровень 1,0.17763157894736842,0.11666666666666667,0.28125,0.17763157894736842,,0.17763157894736842,
167,0,167,,,,,,holdout_genre_prose,main,net,H/уровень 3,0.09580838323353294,0.0392156862745098,0.26136363636363635,0.09580838323353294,,,0.09580838323353294
572,,,,,,,,holdout_genre_prose,main,net,macro по стратам,0.18436075158023293,,,,,,
572,,,,,,,,holdout_genre_prose,main,net,худшая страта,0.2722222222222222,,,,,,
73,0,73,,,,,,holdout_genre_prose,length-only,full,H/без уровня,0.958904109589041,0.9041095890410958,1.0,0.958904109589041,0.958904109589041,,
180,0,180,,,,,,holdout_genre_prose,length-only,full,H/уровень 0,0.7777777777777778,0.6333333333333333,0.9333333333333333,,,,
152,0,152,,,,,,holdout_genre_prose,length-only,full,H/уровень 1,0.993421052631579,0.9833333333333333,1.0,0.993421052631579,,0.993421052631579,
167,0,167,,,,,,holdout_genre_prose,length-only,full,H/уровень 3,0.7125748502994012,0.6,0.7914893617021277,0.7125748502994012,,,0.7125748502994012
572,,,,,,,,holdout_genre_prose,length-only,full,macro по стратам,0.8606694475744497,,,,,,
572,,,,,,,,holdout_genre_prose,length-only,full,худшая страта,0.993421052631579,,,,,,
73,0,73,,,,,,holdout_genre_prose,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_genre_prose,genre-only,full,H/уровень 0,1.0,1.0,1.0,,,,
152,0,152,,,,,,holdout_genre_prose,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_prose,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
572,,,,,,,,holdout_genre_prose,genre-only,full,macro по стратам,1.0,,,,,,
572,,,,,,,,holdout_genre_prose,genre-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_prose,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_genre_prose,source-only,full,H/уровень 0,1.0,1.0,1.0,,,,
152,0,152,,,,,,holdout_genre_prose,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_genre_prose,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
572,,,,,,,,holdout_genre_prose,source-only,full,macro по стратам,1.0,,,,,,
572,,,,,,,,holdout_genre_prose,source-only,full,худшая страта,1.0,,,,,,
73,0,73,,,,,,holdout_genre_prose,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_genre_prose,format-only,full,H/уровень 0,0.0,0.0,0.0,,,,
152,0,152,,,,,,holdout_genre_prose,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_genre_prose,format-only,full,H/уровень 3,0.017964071856287425,0.0,0.0392156862745098,0.017964071856287425,,,0.017964071856287425
572,,,,,,,,holdout_genre_prose,format-only,full,macro по стратам,0.007915675498318432,,,,,,
572,,,,,,,,holdout_genre_prose,format-only,full,худшая страта,0.017964071856287425,,,,,,
73,0,73,,,,,,holdout_genre_prose,main+M02,full,H/без уровня,0.0958904109589041,0.0410958904109589,0.1643835616438356,0.0958904109589041,0.0958904109589041,,
180,0,180,,,,,,holdout_genre_prose,main+M02,full,H/уровень 0,0.1,0.05,0.13333333333333333,,,,
152,0,152,,,,,,holdout_genre_prose,main+M02,full,H/уровень 1,0.05921052631578947,0.05,0.06666666666666667,0.05921052631578947,,0.05921052631578947,
